Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,0.7981904518928984,0.856223065739229,0.7739306179949967,0.8519421815872192,535796800,0.0,0.0
2000-01-04 00:00:00-05:00,0.8238772049251144,0.8419527327680051,0.7701254735674778,0.7801149487495422,512377600,0.0,0.0
2000-01-05 00:00:00-05:00,0.7896279398262276,0.8414771153369368,0.7839201615343336,0.7915305495262146,778321600,0.0,0.0
2000-01-06 00:00:00-05:00,0.8077044464071232,0.8143635558927255,0.7230328917503357,0.7230328917503357,767972800,0.0,0.0
2000-01-07 00:00:00-05:00,0.734449296132078,0.7686986095482137,0.7268389077746095,0.7572821378707886,460734400,0.0,0.0
2000-01-10 00:00:00-05:00,0.7763088385222091,0.7782114480474926,0.7211301646132845,0.7439630031585693,505064000,0.0,0.0
2000-01-11 00:00:00-05:00,0.730168371071313,0.7563307639774616,0.6887843396129337,0.7059085369110107,441548800,0.0,0.0
2000-01-12 00:00:00-05:00,0.7230328416448207,0.7268389250552671,0.6583402965944352,0.6635733246803284,976068800,0.0,0.0
2000-01-13 00:00:00-05:00,0.719108591276229,0.7515737921302631,0.7040062930209633,0.7363521456718445,1032684800,0.0,0.0
2000-01-14 00:00:00-05:00,0.761087319189537,0.7782115177640491,0.7563308203542456,0.7644168734550476,390376000,0.0,0.0
2000-01-18 00:00:00-05:00,0.7686984848239378,0.8067529608402882,0.7644167878569093,0.7910548448562622,459177600,0.0,0.0
2000-01-19 00:00:00-05:00,0.8038982587131712,0.8276824283845584,0.7867740101739035,0.8110338449478149,597643200,0.0,0.0
2000-01-20 00:00:00-05:00,0.8790559698161042,0.9247208375700035,0.8638343811035156,0.8638343811035156,1831132800,0.0,0.0
2000-01-21 00:00:00-05:00,0.8695420212753675,0.8695420212753675,0.8386230820218659,0.8471856117248535,495924800,0.0,0.0
2000-01-24 00:00:00-05:00,0.8253042738840739,0.8581257804354293,0.8000931560412247,0.8086557388305664,440876800,0.0,0.0
2000-01-25 00:00:00-05:00,0.7991417884284561,0.8609804895026384,0.7791636501822774,0.8543204665184021,497145600,0.0,0.0
2000-01-26 00:00:00-05:00,0.8371962216135896,0.8690664433441418,0.8352936628580321,0.8386231660842896,367158400,0.0,0.0
2000-01-27 00:00:00-05:00,0.8281582709786951,0.860029365875729,0.8143636235462415,0.8371964693069458,340144000,0.0,0.0
2000-01-28 00:00:00-05:00,0.8234016405849397,0.8438553935528702,0.7658446357431196,0.773455023765564,423348800,0.0,0.0
2000-01-31 00:00:00-05:00,0.76869848523036,0.7905791802015678,0.7192275393627944,0.7896278500556946,701680000,0.0,0.0
2000-02-01 00:00:00-05:00,0.7915303010170939,0.7991415503564903,0.761087081941309,0.7629896402359009,318035200,0.0,0.0
2000-02-02 00:00:00-05:00,0.7667958653275803,0.7772601411335678,0.7382543354812285,0.7520490288734436,464195200,0.0,0.0
2000-02-03 00:00:00-05:00,0.7634655039774589,0.7934339804226179,0.7629898388759485,0.786298394203186,475193600,0.0,0.0
2000-02-04 00:00:00-05:00,0.7910548224297591,0.8371961622623216,0.7886765479418194,0.8219745755195618,425320000,0.0,0.0
2000-02-07 00:00:00-05:00,0.8219747034164203,0.8695421820909205,0.8062773983639455,0.8681151866912842,441067200,0.0,0.0
2000-02-08 00:00:00-05:00,0.8676393848765589,0.8838123017064156,0.8467100206961495,0.8742994070053101,408643200,0.0,0.0
2000-02-09 00:00:00-05:00,0.868590747208333,0.8914235853976691,0.8557473836939631,0.857174277305603,299364800,0.0,0.0
2000-02-10 00:00:00-05:00,0.8590778315120903,0.8666882702119174,0.8371962706040518,0.8638343811035156,302982400,0.0,0.0
2000-02-11 00:00:00-05:00,0.8647854594774238,0.8685906781662027,0.8238770976144744,0.8276823163032532,212251200,0.0,0.0
2000-02-14 00:00:00-05:00,0.8319631891718013,0.881909748045877,0.8267310259255036,0.8814340829849243,367539200,0.0,0.0
2000-02-15 00:00:00-05:00,0.8771534477233445,0.9128296542854741,0.8766777825826466,0.9056940674781799,485744000,0.0,0.0
2000-02-16 00:00:00-05:00,0.8961800987787754,0.8990348004332536,0.8533691258768658,0.8685907125473022,378246400,0.0,0.0
2000-02-17 00:00:00-05:00,0.8766776306805864,0.8790558543558628,0.860980378909009,0.8742994070053101,289497600,0.0,0.0
2000-02-18 00:00:00-05:00,0.8723968753349058,0.8781046536431567,0.8438553925822065,0.8467101454734802,233441600,0.0,0.0
2000-02-22 00:00:00-05:00,0.8381473137737069,0.8899964708435678,0.8119848773558332,0.8662123084068298,422296000,0.0,0.0
2000-02-23 00:00:00-05:00,0.8618124517448411,0.9056940594219175,0.8448066863991627,0.884763777256012,473099200,0.0,0.0
2000-02-24 00:00:00-05:00,0.8928506197021906,0.9066453139721457,0.8505152575069108,0.8767961859703064,376432000,0.0,0.0
2000-02-25 00:00:00-05:00,0.8738236099355452,0.890472189308524,0.8381473641367069,0.8400499224662781,249144000,0.0,0.0
2000-02-28 00:00:00-05:00,0.8381477947735505,0.875250952978989,0.8248287618461362,0.8619319200515747,328328000,0.0,0.0
2000-02-29 00:00:00-05:00,0.8643100284195369,0.8923750861946461,0.8566988776687287,0.8723969459533691,368961600,0.0,0.0
2000-03-01 00:00:00-05:00,0.902364324992961,1.005110514367577,0.9018886599514253,0.9917914867401123,1077003200,0.0,0.0
2000-03-02 00:00:00-05:00,0.9665812232334237,0.9737159955038687,0.9185372257586805,0.9285266995429993,311259200,0.0,0.0
2000-03-03 00:00:00-05:00,0.9504073223747851,0.9759756624476155,0.9133050460418188,0.9741914868354797,323366400,0.0,0.0
2000-03-06 00:00:00-05:00,0.9589701878522762,0.9827543594015982,0.9513589359141439,0.9565919637680054,210560000,0.0,0.0
2000-03-07 00:00:00-05:00,0.9622998160801031,0.9699110686024534,0.9218670566760064,0.9351860880851746,273011200,0.0,0.0
2000-03-08 00:00:00-05:00,0.9351858067799326,0.9432727220463195,0.9023643097709401,0.9285266995429993,271230400,0.0,0.0
2000-03-09 00:00:00-05:00,0.9199641418847805,0.9513586410981735,0.8999860089600871,0.9304292798042297,276718400,0.0,0.0
2000-03-10 00:00:00-05:00,0.9261486640635751,0.9737161932353753,0.9209156363194778,0.957067608833313,248606400,0.0,0.0
