Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,36.706734006334564,37.0976470415458,35.02580795492627,36.452640533447266,53228400,0.0,0.0
2000-01-04 00:00:00-05:00,35.514464042824464,36.6285666572664,35.10400518487217,35.22127914428711,54119000,0.0,0.0
2000-01-05 00:00:00-05:00,34.752165533041705,36.394000125153916,34.20488733567097,35.592628479003906,64059600,0.0,0.0
2000-01-06 00:00:00-05:00,35.08443872495131,35.61217122944918,33.89215417775241,34.40034103393555,54976600,0.0,0.0
2000-01-07 00:00:00-05:00,33.97035606243072,35.10400430847271,33.55989721472586,34.849910736083984,62013600,0.0,0.0
2000-01-10 00:00:00-05:00,35.47535215560471,35.553534749887035,34.830345752775536,35.10398483276367,44963600,0.0,0.0
2000-01-11 00:00:00-05:00,34.86945115443638,35.72946003941127,33.98989661298479,34.204898834228516,46743600,0.0,0.0
2000-01-12 00:00:00-05:00,33.93126850161972,34.04854247109537,32.66080049896691,33.09080505371094,66532400,0.0,0.0
2000-01-13 00:00:00-05:00,32.641229380732,33.9703333315642,31.742129649286685,33.71623992919922,83144000,0.0,0.0
2000-01-14 00:00:00-05:00,33.5207872985466,35.63171734416936,33.07123738142324,35.10398483276367,73416400,0.0,0.0
2000-01-18 00:00:00-05:00,34.96717657280485,36.433100688489795,34.947630917929054,36.06173324584961,81483600,0.0,0.0
2000-01-19 00:00:00-05:00,34.5567226588169,34.86945318061615,33.149435310720285,33.46216583251953,97568200,0.0,0.0
2000-01-20 00:00:00-05:00,33.481705440665195,34.30262291206504,33.11033801312717,33.14942932128906,56349800,0.0,0.0
2000-01-21 00:00:00-05:00,33.462163460972796,33.54034608588161,32.28942408734057,32.4457893371582,68416200,0.0,0.0
2000-01-24 00:00:00-05:00,32.46043708294998,33.05169297442024,31.527132328645685,31.663951873779297,63597600,0.0,0.0
2000-01-25 00:00:00-05:00,31.585786637419265,32.48488699962303,31.13623645631738,32.152610778808594,59823200,0.0,0.0
2000-01-26 00:00:00-05:00,32.0353358862535,32.367612097398286,30.99941593386092,31.077598571777344,49365000,0.0,0.0
2000-01-27 00:00:00-05:00,31.23884167127971,31.644413993932023,30.4130377853973,30.88213348388672,63654800,0.0,0.0
2000-01-28 00:00:00-05:00,30.68666630422189,31.351218313357908,30.413027241636474,30.725757598876953,58225400,0.0,0.0
2000-01-31 00:00:00-05:00,30.530314994802268,30.706225900662204,29.670306121709245,30.608497619628906,73194200,0.0,0.0
2000-02-01 00:00:00-05:00,30.803943608555567,32.28941297038946,30.549850165083978,32.19168472290039,70196600,0.0,0.0
2000-02-02 00:00:00-05:00,32.03533054004156,32.50442628925511,31.429415197307403,31.527143478393555,49915600,0.0,0.0
2000-02-03 00:00:00-05:00,31.91806621114365,32.58261872258203,31.31215068600865,32.406707763671875,49186000,0.0,0.0
2000-02-04 00:00:00-05:00,32.641246113259776,33.774894181864006,32.567949901927605,33.32534408569336,55365400,0.0,0.0
2000-02-07 00:00:00-05:00,33.40353520785798,33.423080869184986,32.60216309345062,33.34489822387695,40005800,0.0,0.0
2000-02-08 00:00:00-05:00,33.286249326670145,34.400351623569854,33.286249326670145,34.38080596923828,56229000,0.0,0.0
2000-02-09 00:00:00-05:00,34.22444362823779,34.22444362823779,32.484880245648895,32.52397155761719,55090000,0.0,0.0
2000-02-10 00:00:00-05:00,32.489763496057044,33.3253402080176,32.054872692755936,33.14942932128906,54527800,0.0,0.0
2000-02-11 00:00:00-05:00,32.797614619462024,32.797614619462024,30.99941405629724,31.253507614135742,115559000,0.0,0.0
